"id","label","comment","subTypeOf","equivalentClass","properties","subTypes","supersedes","supersededBy","isPartOf"
"http://schema.org/AdministrativeArea","AdministrativeArea","A geographical region, typically under the jurisdiction of a particular government.","http://schema.org/Place","","http://schema.org/additionalProperty, http://schema.org/additionalType, http://schema.org/address, http://schema.org/aggregateRating, http://schema.org/alternateName, http://schema.org/amenityFeature, http://schema.org/branchCode, http://schema.org/containedIn, http://schema.org/containedInPlace, http://schema.org/containsPlace, http://schema.org/description, http://schema.org/disambiguatingDescription, http://schema.org/event, http://schema.org/events, http://schema.org/faxNumber, http://schema.org/geo, http://schema.org/geospatiallyContains, http://schema.org/geospatiallyCoveredBy, http://schema.org/geospatiallyCovers, http://schema.org/geospatiallyCrosses, http://schema.org/geospatiallyDisjoint, http://schema.org/geospatiallyEquals, http://schema.org/geospatiallyIntersects, http://schema.org/geospatiallyOverlaps, http://schema.org/geospatiallyTouches, http://schema.org/geospatiallyWithin, http://schema.org/globalLocationNumber, http://schema.org/hasMap, http://schema.org/identifier, http://schema.org/image, http://schema.org/isicV4, http://schema.org/logo, http://schema.org/mainEntityOfPage, http://schema.org/map, http://schema.org/maps, http://schema.org/maximumAttendeeCapacity, http://schema.org/name, http://schema.org/openingHoursSpecification, http://schema.org/photo, http://schema.org/photos, http://schema.org/potentialAction, http://schema.org/review, http://schema.org/reviews, http://schema.org/sameAs, http://schema.org/smokingAllowed, http://schema.org/specialOpeningHoursSpecification, http://schema.org/telephone, http://schema.org/url","http://schema.org/City, http://schema.org/Country, http://schema.org/State","","",""
"http://schema.org/AdultEntertainment","AdultEntertainment","An adult entertainment establishment.","http://schema.org/EntertainmentBusiness","","http://schema.org/additionalProperty, http://schema.org/additionalType, http://schema.org/address, http://schema.org/address, http://schema.org/aggregateRating, http://schema.org/aggregateRating, http://schema.org/alternateName, http://schema.org/alumni, http://schema.org/amenityFeature, http://schema.org/areaServed, http://schema.org/award, http://schema.org/awards, http://schema.org/branchCode, http://schema.org/branchOf, http://schema.org/brand, http://schema.org/contactPoint, http://schema.org/contactPoints, http://schema.org/containedIn, http://schema.org/containedInPlace, http://schema.org/containsPlace, http://schema.org/currenciesAccepted, http://schema.org/department, http://schema.org/description, http://schema.org/disambiguatingDescription, http://schema.org/dissolutionDate, http://schema.org/duns, http://schema.org/email, http://schema.org/employee, http://schema.org/employees, http://schema.org/event, http://schema.org/event, http://schema.org/events, http://schema.org/events, http://schema.org/faxNumber, http://schema.org/faxNumber, http://schema.org/founder, http://schema.org/founders, http://schema.org/foundingDate, http://schema.org/foundingLocation, http://schema.org/funder, http://schema.org/geo, http://schema.org/geospatiallyContains, http://schema.org/geospatiallyCoveredBy, http://schema.org/geospatiallyCovers, http://schema.org/geospatiallyCrosses, http://schema.org/geospatiallyDisjoint, http://schema.org/geospatiallyEquals, http://schema.org/geospatiallyIntersects, http://schema.org/geospatiallyOverlaps, http://schema.org/geospatiallyTouches, http://schema.org/geospatiallyWithin, http://schema.org/globalLocationNumber, http://schema.org/globalLocationNumber, http://schema.org/hasMap, http://schema.org/hasOfferCatalog, http://schema.org/hasPOS, http://schema.org/identifier, http://schema.org/image, http://schema.org/isicV4, http://schema.org/isicV4, http://schema.org/legalName, http://schema.org/leiCode, http://schema.org/location, http://schema.org/logo, http://schema.org/logo, http://schema.org/mainEntityOfPage, http://schema.org/makesOffer, http://schema.org/map, http://schema.org/maps, http://schema.org/maximumAttendeeCapacity, http://schema.org/member, http://schema.org/memberOf, http://schema.org/members, http://schema.org/naics, http://schema.org/name, http://schema.org/numberOfEmployees, http://schema.org/openingHours, http://schema.org/openingHoursSpecification, http://schema.org/owns, http://schema.org/parentOrganization, http://schema.org/paymentAccepted, http://schema.org/photo, http://schema.org/photos, http://schema.org/potentialAction, http://schema.org/priceRange, http://schema.org/review, http://schema.org/review, http://schema.org/reviews, http://schema.org/reviews, http://schema.org/sameAs, http://schema.org/seeks, http://schema.org/serviceArea, http://schema.org/smokingAllowed, http://schema.org/specialOpeningHoursSpecification, http://schema.org/sponsor, http://schema.org/subOrganization, http://schema.org/taxID, http://schema.org/telephone, http://schema.org/telephone, http://schema.org/url, http://schema.org/vatID","","","",""
"http://schema.org/AggregateOffer","AggregateOffer","When a single product is associated with multiple offers (for example, the same pair of shoes is offered by different merchants), then AggregateOffer can be used.","http://schema.org/Offer","","http://schema.org/acceptedPaymentMethod, http://schema.org/addOn, http://schema.org/additionalType, http://schema.org/advanceBookingRequirement, http://schema.org/aggregateRating, http://schema.org/alternateName, http://schema.org/areaServed, http://schema.org/availability, http://schema.org/availabilityEnds, http://schema.org/availabilityStarts, http://schema.org/availableAtOrFrom, http://schema.org/availableDeliveryMethod, http://schema.org/businessFunction, http://schema.org/category, http://schema.org/deliveryLeadTime, http://schema.org/description, http://schema.org/disambiguatingDescription, http://schema.org/eligibleCustomerType, http://schema.org/eligibleDuration, http://schema.org/eligibleQuantity, http://schema.org/eligibleRegion, http://schema.org/eligibleTransactionVolume, http://schema.org/gtin12, http://schema.org/gtin13, http://schema.org/gtin14, http://schema.org/gtin8, http://schema.org/highPrice, http://schema.org/identifier, http://schema.org/image, http://schema.org/includesObject, http://schema.org/ineligibleRegion, http://schema.org/inventoryLevel, http://schema.org/itemCondition, http://schema.org/itemOffered, http://schema.org/lowPrice, http://schema.org/mainEntityOfPage, http://schema.org/mpn, http://schema.org/name, http://schema.org/offerCount, http://schema.org/offeredBy, http://schema.org/offers, http://schema.org/potentialAction, http://schema.org/price, http://schema.org/priceCurrency, http://schema.org/priceSpecification, http://schema.org/priceValidUntil, http://schema.org/review, http://schema.org/reviews, http://schema.org/sameAs, http://schema.org/seller, http://schema.org/serialNumber, http://schema.org/sku, http://schema.org/url, http://schema.org/validFrom, http://schema.org/validThrough, http://schema.org/warranty","","","",""
"http://schema.org/AggregateRating","AggregateRating","The average rating based on multiple ratings or reviews.","http://schema.org/Rating","","http://schema.org/additionalType, http://schema.org/alternateName, http://schema.org/author, http://schema.org/bestRating, http://schema.org/description, http://schema.org/disambiguatingDescription, http://schema.org/identifier, http://schema.org/image, http://schema.org/itemReviewed, http://schema.org/mainEntityOfPage, http://schema.org/name, http://schema.org/potentialAction, http://schema.org/ratingCount, http://schema.org/ratingValue, http://schema.org/reviewCount, http://schema.org/sameAs, http://schema.org/url, http://schema.org/worstRating","","","",""
"http://schema.org/AgreeAction","AgreeAction","The act of expressing a consistency of opinion with the object. An agent agrees to/about an object (a proposition, topic or theme) with participants.","http://schema.org/ReactAction","","http://schema.org/actionStatus, http://schema.org/additionalType, http://schema.org/agent, http://schema.org/alternateName, http://schema.org/description, http://schema.org/disambiguatingDescription, http://schema.org/endTime, http://schema.org/error, http://schema.org/identifier, http://schema.org/image, http://schema.org/instrument, http://schema.org/location, http://schema.org/mainEntityOfPage, http://schema.org/name, http://schema.org/object, http://schema.org/participant, http://schema.org/potentialAction, http://schema.org/result, http://schema.org/sameAs, http://schema.org/startTime, http://schema.org/target, http://schema.org/url","","","",""
"http://schema.org/Airline","Airline","An organization that provides flights for passengers.","http://schema.org/Organization","","http://schema.org/additionalType, http://schema.org/address, http://schema.org/aggregateRating, http://schema.org/alternateName, http://schema.org/alumni, http://schema.org/areaServed, http://schema.org/award, http://schema.org/awards, http://schema.org/boardingPolicy, http://schema.org/brand, http://schema.org/contactPoint, http://schema.org/contactPoints, http://schema.org/department, http://schema.org/description, http://schema.org/disambiguatingDescription, http://schema.org/dissolutionDate, http://schema.org/duns, http://schema.org/email, http://schema.org/employee, http://schema.org/employees, http://schema.org/event, http://schema.org/events, http://schema.org/faxNumber, http://schema.org/founder, http://schema.org/founders, http://schema.org/foundingDate, http://schema.org/foundingLocation, http://schema.org/funder, http://schema.org/globalLocationNumber, http://schema.org/hasOfferCatalog, http://schema.org/hasPOS, http://schema.org/iataCode, http://schema.org/identifier, http://schema.org/image, http://schema.org/isicV4, http://schema.org/legalName, http://schema.org/leiCode, http://schema.org/location, http://schema.org/logo, http://schema.org/mainEntityOfPage, http://schema.org/makesOffer, http://schema.org/member, http://schema.org/memberOf, http://schema.org/members, http://schema.org/naics, http://schema.org/name, http://schema.org/numberOfEmployees, http://schema.org/owns, http://schema.org/parentOrganization, http://schema.org/potentialAction, http://schema.org/review, http://schema.org/reviews, http://schema.org/sameAs, http://schema.org/seeks, http://schema.org/serviceArea, http://schema.org/sponsor, http://schema.org/subOrganization, http://schema.org/taxID, http://schema.org/telephone, http://schema.org/url, http://schema.org/vatID","","","",""
"http://schema.org/Airport","Airport","An airport.","http://schema.org/CivicStructure","","http://schema.org/additionalProperty, http://schema.org/additionalType, http://schema.org/address, http://schema.org/aggregateRating, http://schema.org/alternateName, http://schema.org/amenityFeature, http://schema.org/branchCode, http://schema.org/containedIn, http://schema.org/containedInPlace, http://schema.org/containsPlace, http://schema.org/description, http://schema.org/disambiguatingDescription, http://schema.org/event, http://schema.org/events, http://schema.org/faxNumber, http://schema.org/geo, http://schema.org/geospatiallyContains, http://schema.org/geospatiallyCoveredBy, http://schema.org/geospatiallyCovers, http://schema.org/geospatiallyCrosses, http://schema.org/geospatiallyDisjoint, http://schema.org/geospatiallyEquals, http://schema.org/geospatiallyIntersects, http://schema.org/geospatiallyOverlaps, http://schema.org/geospatiallyTouches, http://schema.org/geospatiallyWithin, http://schema.org/globalLocationNumber, http://schema.org/hasMap, http://schema.org/iataCode, http://schema.org/icaoCode, http://schema.org/identifier, http://schema.org/image, http://schema.org/isicV4, http://schema.org/logo, http://schema.org/mainEntityOfPage, http://schema.org/map, http://schema.org/maps, http://schema.org/maximumAttendeeCapacity, http://schema.org/name, http://schema.org/openingHours, http://schema.org/openingHoursSpecification, http://schema.org/photo, http://schema.org/photos, http://schema.org/potentialAction, http://schema.org/review, http://schema.org/reviews, http://schema.org/sameAs, http://schema.org/smokingAllowed, http://schema.org/specialOpeningHoursSpecification, http://schema.org/telephone, http://schema.org/url","","","",""
"http://schema.org/AlignmentObject","AlignmentObject","An intangible item that describes an alignment between a learning resource and a node in an educational framework.","http://schema.org/Intangible","","http://schema.org/additionalType, http://schema.org/alignmentType, http://schema.org/alternateName, http://schema.org/description, http://schema.org/disambiguatingDescription, http://schema.org/educationalFramework, http://schema.org/identifier, http://schema.org/image, http://schema.org/mainEntityOfPage, http://schema.org/name, http://schema.org/potentialAction, http://schema.org/sameAs, http://schema.org/targetDescription, http://schema.org/targetName, http://schema.org/targetUrl, http://schema.org/url","","","",""
"http://schema.org/AllocateAction","AllocateAction","The act of organizing tasks/objects/events by associating resources to it.","http://schema.org/OrganizeAction","","http://schema.org/actionStatus, http://schema.org/additionalType, http://schema.org/agent, http://schema.org/alternateName, http://schema.org/description, http://schema.org/disambiguatingDescription, http://schema.org/endTime, http://schema.org/error, http://schema.org/identifier, http://schema.org/image, http://schema.org/instrument, http://schema.org/location, http://schema.org/mainEntityOfPage, http://schema.org/name, http://schema.org/object, http://schema.org/participant, http://schema.org/potentialAction, http://schema.org/purpose, http://schema.org/result, http://schema.org/sameAs, http://schema.org/startTime, http://schema.org/target, http://schema.org/url","http://schema.org/AcceptAction, http://schema.org/AssignAction, http://schema.org/AuthorizeAction, http://schema.org/RejectAction","","",""
"http://schema.org/AmusementPark","AmusementPark","An amusement park.","http://schema.org/EntertainmentBusiness","","http://schema.org/additionalProperty, http://schema.org/additionalType, http://schema.org/address, http://schema.org/address, http://schema.org/aggregateRating, http://schema.org/aggregateRating, http://schema.org/alternateName, http://schema.org/alumni, http://schema.org/amenityFeature, http://schema.org/areaServed, http://schema.org/award, http://schema.org/awards, http://schema.org/branchCode, http://schema.org/branchOf, http://schema.org/brand, http://schema.org/contactPoint, http://schema.org/contactPoints, http://schema.org/containedIn, http://schema.org/containedInPlace, http://schema.org/containsPlace, http://schema.org/currenciesAccepted, http://schema.org/department, http://schema.org/description, http://schema.org/disambiguatingDescription, http://schema.org/dissolutionDate, http://schema.org/duns, http://schema.org/email, http://schema.org/employee, http://schema.org/employees, http://schema.org/event, http://schema.org/event, http://schema.org/events, http://schema.org/events, http://schema.org/faxNumber, http://schema.org/faxNumber, http://schema.org/founder, http://schema.org/founders, http://schema.org/foundingDate, http://schema.org/foundingLocation, http://schema.org/funder, http://schema.org/geo, http://schema.org/geospatiallyContains, http://schema.org/geospatiallyCoveredBy, http://schema.org/geospatiallyCovers, http://schema.org/geospatiallyCrosses, http://schema.org/geospatiallyDisjoint, http://schema.org/geospatiallyEquals, http://schema.org/geospatiallyIntersects, http://schema.org/geospatiallyOverlaps, http://schema.org/geospatiallyTouches, http://schema.org/geospatiallyWithin, http://schema.org/globalLocationNumber, http://schema.org/globalLocationNumber, http://schema.org/hasMap, http://schema.org/hasOfferCatalog, http://schema.org/hasPOS, http://schema.org/identifier, http://schema.org/image, http://schema.org/isicV4, http://schema.org/isicV4, http://schema.org/legalName, http://schema.org/leiCode, http://schema.org/location, http://schema.org/logo, http://schema.org/logo, http://schema.org/mainEntityOfPage, http://schema.org/makesOffer, http://schema.org/map, http://schema.org/maps, http://schema.org/maximumAttendeeCapacity, http://schema.org/member, http://schema.org/memberOf, http://schema.org/members, http://schema.org/naics, http://schema.org/name, http://schema.org/numberOfEmployees, http://schema.org/openingHours, http://schema.org/openingHoursSpecification, http://schema.org/owns, http://schema.org/parentOrganization, http://schema.org/paymentAccepted, http://schema.org/photo, http://schema.org/photos, http://schema.org/potentialAction, http://schema.org/priceRange, http://schema.org/review, http://schema.org/review, http://schema.org/reviews, http://schema.org/reviews, http://schema.org/sameAs, http://schema.org/seeks, http://schema.org/serviceArea, http://schema.org/smokingAllowed, http://schema.org/specialOpeningHoursSpecification, http://schema.org/sponsor, http://schema.org/subOrganization, http://schema.org/taxID, http://schema.org/telephone, http://schema.org/telephone, http://schema.org/url, http://schema.org/vatID","","","",""
"http://schema.org/AnimalShelter","AnimalShelter","Animal shelter.","http://schema.org/LocalBusiness","","http://schema.org/additionalProperty, http://schema.org/additionalType, http://schema.org/address, http://schema.org/address, http://schema.org/aggregateRating, http://schema.org/aggregateRating, http://schema.org/alternateName, http://schema.org/alumni, http://schema.org/amenityFeature, http://schema.org/areaServed, http://schema.org/award, http://schema.org/awards, http://schema.org/branchCode, http://schema.org/branchOf, http://schema.org/brand, http://schema.org/contactPoint, http://schema.org/contactPoints, http://schema.org/containedIn, http://schema.org/containedInPlace, http://schema.org/containsPlace, http://schema.org/currenciesAccepted, http://schema.org/department, http://schema.org/description, http://schema.org/disambiguatingDescription, http://schema.org/dissolutionDate, http://schema.org/duns, http://schema.org/email, http://schema.org/employee, http://schema.org/employees, http://schema.org/event, http://schema.org/event, http://schema.org/events, http://schema.org/events, http://schema.org/faxNumber, http://schema.org/faxNumber, http://schema.org/founder, http://schema.org/founders, http://schema.org/foundingDate, http://schema.org/foundingLocation, http://schema.org/funder, http://schema.org/geo, http://schema.org/geospatiallyContains, http://schema.org/geospatiallyCoveredBy, http://schema.org/geospatiallyCovers, http://schema.org/geospatiallyCrosses, http://schema.org/geospatiallyDisjoint, http://schema.org/geospatiallyEquals, http://schema.org/geospatiallyIntersects, http://schema.org/geospatiallyOverlaps, http://schema.org/geospatiallyTouches, http://schema.org/geospatiallyWithin, http://schema.org/globalLocationNumber, http://schema.org/globalLocationNumber, http://schema.org/hasMap, http://schema.org/hasOfferCatalog, http://schema.org/hasPOS, http://schema.org/identifier, http://schema.org/image, http://schema.org/isicV4, http://schema.org/isicV4, http://schema.org/legalName, http://schema.org/leiCode, http://schema.org/location, http://schema.org/logo, http://schema.org/logo, http://schema.org/mainEntityOfPage, http://schema.org/makesOffer, http://schema.org/map, http://schema.org/maps, http://schema.org/maximumAttendeeCapacity, http://schema.org/member, http://schema.org/memberOf, http://schema.org/members, http://schema.org/naics, http://schema.org/name, http://schema.org/numberOfEmployees, http://schema.org/openingHours, http://schema.org/openingHoursSpecification, http://schema.org/owns, http://schema.org/parentOrganization, http://schema.org/paymentAccepted, http://schema.org/photo, http://schema.org/photos, http://schema.org/potentialAction, http://schema.org/priceRange, http://schema.org/review, http://schema.org/review, http://schema.org/reviews, http://schema.org/reviews, http://schema.org/sameAs, http://schema.org/seeks, http://schema.org/serviceArea, http://schema.org/smokingAllowed, http://schema.org/specialOpeningHoursSpecification, http://schema.org/sponsor, http://schema.org/subOrganization, http://schema.org/taxID, http://schema.org/telephone, http://schema.org/telephone, http://schema.org/url, http://schema.org/vatID","","","",""
"http://schema.org/Answer","Answer","An answer offered to a question; perhaps correct, perhaps opinionated or wrong.","http://schema.org/Comment","","http://schema.org/about, http://schema.org/accessMode, http://schema.org/accessModeSufficient, http://schema.org/accessibilityAPI, http://schema.org/accessibilityControl, http://schema.org/accessibilityFeature, http://schema.org/accessibilityHazard, http://schema.org/accessibilitySummary, http://schema.org/accountablePerson, http://schema.org/additionalType, http://schema.org/aggregateRating, http://schema.org/alternateName, http://schema.org/alternativeHeadline, http://schema.org/associatedMedia, http://schema.org/audience, http://schema.org/audio, http://schema.org/author, http://schema.org/award, http://schema.org/awards, http://schema.org/character, http://schema.org/citation, http://schema.org/comment, http://schema.org/commentCount, http://schema.org/contentLocation, http://schema.org/contentRating, http://schema.org/contentReferenceTime, http://schema.org/contributor, http://schema.org/copyrightHolder, http://schema.org/copyrightYear, http://schema.org/creator, http://schema.org/dateCreated, http://schema.org/dateModified, http://schema.org/datePublished, http://schema.org/description, http://schema.org/disambiguatingDescription, http://schema.org/discussionUrl, http://schema.org/downvoteCount, http://schema.org/editor, http://schema.org/educationalAlignment, http://schema.org/educationalUse, http://schema.org/encoding, http://schema.org/encodings, http://schema.org/exampleOfWork, http://schema.org/fileFormat, http://schema.org/funder, http://schema.org/genre, http://schema.org/hasPart, http://schema.org/headline, http://schema.org/identifier, http://schema.org/image, http://schema.org/inLanguage, http://schema.org/interactionStatistic, http://schema.org/interactivityType, http://schema.org/isAccessibleForFree, http://schema.org/isBasedOn, http://schema.org/isBasedOnUrl, http://schema.org/isFamilyFriendly, http://schema.org/isPartOf, http://schema.org/keywords, http://schema.org/learningResourceType, http://schema.org/license, http://schema.org/locationCreated, http://schema.org/mainEntity, http://schema.org/mainEntityOfPage, http://schema.org/material, http://schema.org/mentions, http://schema.org/name, http://schema.org/offers, http://schema.org/parentItem, http://schema.org/position, http://schema.org/potentialAction, http://schema.org/producer, http://schema.org/provider, http://schema.org/publication, http://schema.org/publisher, http://schema.org/publisherImprint, http://schema.org/publishingPrinciples, http://schema.org/recordedAt, http://schema.org/releasedEvent, http://schema.org/review, http://schema.org/reviews, http://schema.org/sameAs, http://schema.org/schemaVersion, http://schema.org/sourceOrganization, http://schema.org/spatialCoverage, http://schema.org/sponsor, http://schema.org/temporalCoverage, http://schema.org/text, http://schema.org/thumbnailUrl, http://schema.org/timeRequired, http://schema.org/translationOfWork, http://schema.org/translator, http://schema.org/typicalAgeRange, http://schema.org/upvoteCount, http://schema.org/url, http://schema.org/version, http://schema.org/video, http://schema.org/workExample, http://schema.org/workTranslation","","","",""
"http://schema.org/Apartment","Apartment","An apartment (in American English) or flat (in British English) is a self-contained housing unit (a type of residential real estate) that occupies only part of a building (Source: Wikipedia, the free encyclopedia, see <a href=""http://en.wikipedia.org/wiki/Apartment"">http://en.wikipedia.org/wiki/Apartment</a>).","http://schema.org/Accommodation","","http://schema.org/additionalProperty, http://schema.org/additionalType, http://schema.org/address, http://schema.org/aggregateRating, http://schema.org/alternateName, http://schema.org/amenityFeature, http://schema.org/amenityFeature, http://schema.org/branchCode, http://schema.org/containedIn, http://schema.org/containedInPlace, http://schema.org/containsPlace, http://schema.org/description, http://schema.org/disambiguatingDescription, http://schema.org/event, http://schema.org/events, http://schema.org/faxNumber, http://schema.org/floorSize, http://schema.org/geo, http://schema.org/geospatiallyContains, http://schema.org/geospatiallyCoveredBy, http://schema.org/geospatiallyCovers, http://schema.org/geospatiallyCrosses, http://schema.org/geospatiallyDisjoint, http://schema.org/geospatiallyEquals, http://schema.org/geospatiallyIntersects, http://schema.org/geospatiallyOverlaps, http://schema.org/geospatiallyTouches, http://schema.org/geospatiallyWithin, http://schema.org/globalLocationNumber, http://schema.org/hasMap, http://schema.org/identifier, http://schema.org/image, http://schema.org/isicV4, http://schema.org/logo, http://schema.org/mainEntityOfPage, http://schema.org/map, http://schema.org/maps, http://schema.org/maximumAttendeeCapacity, http://schema.org/name, http://schema.org/numberOfRooms, http://schema.org/numberOfRooms, http://schema.org/occupancy, http://schema.org/openingHoursSpecification, http://schema.org/permittedUsage, http://schema.org/petsAllowed, http://schema.org/photo, http://schema.org/photos, http://schema.org/potentialAction, http://schema.org/review, http://schema.org/reviews, http://schema.org/sameAs, http://schema.org/smokingAllowed, http://schema.org/specialOpeningHoursSpecification, http://schema.org/telephone, http://schema.org/url","","","",""
