"id","label","comment","subPropertyOf","equivalentProperty","subproperties","domainIncludes","rangeIncludes","inversOf","supersedes","supersededBy","isPartOf"
"http://schema.org/interestRate","interestRate","The interest rate, charged or paid, applicable to the financial product. Note: This is different from the calculated annualPercentageRate.","","","","http://schema.org/FinancialProduct","http://schema.org/Number, http://schema.org/QuantitativeValue","","",""
"http://schema.org/inventoryLevel","inventoryLevel","The current approximate inventory level for the item or items.","","","","http://schema.org/Demand, http://schema.org/Offer, http://schema.org/SomeProducts","http://schema.org/QuantitativeValue","","",""
"http://schema.org/isAccessibleForFree","isAccessibleForFree","A flag to signal that the item, event, or place is accessible for free.","","","","http://schema.org/CreativeWork, http://schema.org/Event, http://schema.org/Place, http://schema.org/PublicationEvent","http://schema.org/Boolean","","http://schema.org/free",""
"http://schema.org/isAccessoryOrSparePartFor","isAccessoryOrSparePartFor","A pointer to another product (or multiple products) for which this product is an accessory or spare part.","","","","http://schema.org/Product","http://schema.org/Product","","",""
"http://schema.org/isBasedOn","isBasedOn","A resource that was used in the creation of this resource. This term can be repeated for multiple sources. For example, http://example.com/great-multiplication-intro.html.","","","","http://schema.org/CreativeWork","http://schema.org/CreativeWork, http://schema.org/Product, http://schema.org/URL","","http://schema.org/isBasedOnUrl",""
"http://schema.org/isBasedOnUrl","isBasedOnUrl","A resource that was used in the creation of this resource. This term can be repeated for multiple sources. For example, http://example.com/great-multiplication-intro.html.","","","","http://schema.org/CreativeWork","http://schema.org/CreativeWork, http://schema.org/Product, http://schema.org/URL","","","http://schema.org/isBasedOn"
"http://schema.org/isConsumableFor","isConsumableFor","A pointer to another product (or multiple products) for which this product is a consumable.","","","","http://schema.org/Product","http://schema.org/Product","","",""
"http://schema.org/isFamilyFriendly","isFamilyFriendly","Indicates whether this content is family friendly.","","","","http://schema.org/CreativeWork","http://schema.org/Boolean","","",""
"http://schema.org/isGift","isGift","Was the offer accepted as a gift for someone other than the buyer.","","","","http://schema.org/Order","http://schema.org/Boolean","","",""
"http://schema.org/isLiveBroadcast","isLiveBroadcast","True is the broadcast is of a live event.","","","","http://schema.org/BroadcastEvent","http://schema.org/Boolean","","",""
"http://schema.org/isPartOf","isPartOf","Indicates a CreativeWork that this CreativeWork is (in some sense) part of.","","","http://schema.org/inCodeSet, http://schema.org/partOfEpisode, http://schema.org/partOfSeason, http://schema.org/partOfSeries, http://schema.org/partOfTVSeries","http://schema.org/CreativeWork","http://schema.org/CreativeWork","http://schema.org/hasPart","",""
"http://schema.org/isRelatedTo","isRelatedTo","A pointer to another, somehow related product (or multiple products).","","","","http://schema.org/Product, http://schema.org/Service","http://schema.org/Product, http://schema.org/Service","","",""
"http://schema.org/isSimilarTo","isSimilarTo","A pointer to another, functionally similar product (or multiple products).","","","","http://schema.org/Product, http://schema.org/Service","http://schema.org/Product, http://schema.org/Service","","",""
"http://schema.org/isVariantOf","isVariantOf","A pointer to a base product from which this product is a variant. It is safe to infer that the variant inherits all product features from the base model, unless defined locally. This is not transitive.","","","","http://schema.org/ProductModel","http://schema.org/ProductModel","","",""
"http://schema.org/isbn","isbn","The ISBN of the book.","http://schema.org/identifier","http://purl.org/ontology/bibo/isbn","","http://schema.org/Book","http://schema.org/Text","","",""
"http://schema.org/isicV4","isicV4","The International Standard of Industrial Classification of All Economic Activities (ISIC), Revision 4 code for a particular organization, business person, or place.","","","","http://schema.org/Organization, http://schema.org/Person, http://schema.org/Place","http://schema.org/Text","","",""
"http://schema.org/isrcCode","isrcCode","The International Standard Recording Code for the recording.","","","","http://schema.org/MusicRecording","http://schema.org/Text","","",""
"http://schema.org/issn","issn","The International Standard Serial Number (ISSN) that identifies this serial publication. You can repeat this property to identify different formats of, or the linking ISSN (ISSN-L) for, this serial publication.","http://schema.org/identifier","http://purl.org/ontology/bibo/issn","","http://schema.org/Blog, http://schema.org/CreativeWorkSeries, http://schema.org/Dataset, http://schema.org/WebSite","http://schema.org/Text","","",""
"http://schema.org/issueNumber","issueNumber","Identifies the issue of publication; for example, ""iii"" or ""2"".","http://schema.org/position","http://purl.org/ontology/bibo/issue","","http://schema.org/PublicationIssue","http://schema.org/Integer, http://schema.org/Text","","",""
"http://schema.org/issuedBy","issuedBy","The organization issuing the ticket or permit.","","","","http://schema.org/Permit, http://schema.org/Ticket","http://schema.org/Organization","","",""
"http://schema.org/issuedThrough","issuedThrough","The service through with the permit was granted.","","","","http://schema.org/Permit","http://schema.org/Service","","",""
"http://schema.org/iswcCode","iswcCode","The International Standard Musical Work Code for the composition.","","","","http://schema.org/MusicComposition","http://schema.org/Text","","",""
"http://schema.org/item","item","An entity represented by an entry in a list or data feed (e.g. an 'artist' in a list of 'artists')’.","","","","http://schema.org/DataFeedItem, http://schema.org/ListItem","http://schema.org/Thing","","",""
"http://schema.org/itemCondition","itemCondition","A predefined value from OfferItemCondition or a textual description of the condition of the product or service, or the products or services included in the offer.","","","","http://schema.org/Demand, http://schema.org/Offer, http://schema.org/Product","http://schema.org/OfferItemCondition","","",""
"http://schema.org/itemListElement","itemListElement","For itemListElement values, you can use simple strings (e.g. ""Peter"", ""Paul"", ""Mary""), existing entities, or use ListItem.</p>

<p>Text values are best if the elements in the list are plain strings. Existing entities are best for a simple, unordered list of existing things in your data. ListItem is used with ordered lists when you want to provide additional context about the element in that list or when the same item might be in different places in different lists.</p>

<p>Note: The order of elements in your mark-up is not sufficient for indicating the order or elements.  Use ListItem with a 'position' property in such cases.","","","","http://schema.org/ItemList","http://schema.org/ListItem, http://schema.org/Text, http://schema.org/Thing","","",""
"http://schema.org/itemListOrder","itemListOrder","Type of ordering (e.g. Ascending, Descending, Unordered).","","","","http://schema.org/ItemList","http://schema.org/ItemListOrderType, http://schema.org/Text","","",""
"http://schema.org/itemOffered","itemOffered","The item being offered.","","","","http://schema.org/Demand, http://schema.org/Offer","http://schema.org/Product, http://schema.org/Service","","",""
"http://schema.org/itemReviewed","itemReviewed","The item that is being reviewed/rated.","","","","http://schema.org/AggregateRating, http://schema.org/Review","http://schema.org/Thing","","",""
"http://schema.org/itemShipped","itemShipped","Item(s) being shipped.","","","","http://schema.org/ParcelDelivery","http://schema.org/Product","","",""
"http://schema.org/jobBenefits","jobBenefits","Description of benefits associated with the job.","","","","http://schema.org/JobPosting","http://schema.org/Text","","http://schema.org/benefits",""
"http://schema.org/jobLocation","jobLocation","A (typically single) geographic location associated with the job position.","","","","http://schema.org/JobPosting","http://schema.org/Place","","",""
"http://schema.org/jobTitle","jobTitle","The job title of the person (for example, Financial Manager).","","","","http://schema.org/Person","http://schema.org/Text","","",""
"http://schema.org/keywords","keywords","Keywords or tags used to describe this content. Multiple entries in a keywords list are typically delimited by commas.","","","","http://schema.org/CreativeWork","http://schema.org/Text","","",""
"http://schema.org/knownVehicleDamages","knownVehicleDamages","A textual description of known damages, both repaired and unrepaired.","","","","http://schema.org/Vehicle","http://schema.org/Text","","",""
"http://schema.org/knows","knows","The most generic bi-directional social/work relation.","","","","http://schema.org/Person","http://schema.org/Person","","",""
"http://schema.org/landlord","landlord","A sub property of participant. The owner of the real estate property.","http://schema.org/participant","","","http://schema.org/RentAction","http://schema.org/Organization, http://schema.org/Person","","",""
"http://schema.org/language","language","A sub property of instrument. The language used on this action.","http://schema.org/instrument","","","http://schema.org/CommunicateAction, http://schema.org/WriteAction","http://schema.org/Language","","","http://schema.org/inLanguage"
"http://schema.org/lastReviewed","lastReviewed","Date on which the content on this web page was last reviewed for accuracy and/or completeness.","","","","http://schema.org/WebPage","http://schema.org/Date","","",""
"http://schema.org/latitude","latitude","The latitude of a location. For example <code>37.42242</code> (<a href=""https://en.wikipedia.org/wiki/World_Geodetic_System"">WGS 84</a>).","","","","http://schema.org/GeoCoordinates","http://schema.org/Number, http://schema.org/Text","","",""
"http://schema.org/learningResourceType","learningResourceType","The predominant type or kind characterizing the learning resource. For example, 'presentation', 'handout'.","","","","http://schema.org/CreativeWork","http://schema.org/Text","","",""
"http://schema.org/legalName","legalName","The official name of the organization, e.g. the registered company name.","","","","http://schema.org/Organization","http://schema.org/Text","","",""
"http://schema.org/leiCode","leiCode","An organization identifier that uniquely identifies a legal entity as defined in ISO 17442.","http://schema.org/identifier","","","http://schema.org/Organization","http://schema.org/Text","","",""
"http://schema.org/lender","lender","A sub property of participant. The person that lends the object being borrowed.","http://schema.org/participant","","","http://schema.org/BorrowAction","http://schema.org/Organization, http://schema.org/Person","","",""
"http://schema.org/lesser","lesser","This ordering relation for qualitative values indicates that the subject is lesser than the object.","","","","http://schema.org/QualitativeValue","http://schema.org/QualitativeValue","","",""
"http://schema.org/lesserOrEqual","lesserOrEqual","This ordering relation for qualitative values indicates that the subject is lesser than or equal to the object.","","","","http://schema.org/QualitativeValue","http://schema.org/QualitativeValue","","",""
"http://schema.org/license","license","A license document that applies to this content, typically indicated by URL.","","","","http://schema.org/CreativeWork","http://schema.org/CreativeWork, http://schema.org/URL","","",""
"http://schema.org/line","line","A line is a point-to-point path consisting of two or more points. A line is expressed as a series of two or more point objects separated by space.","","","","http://schema.org/GeoShape","http://schema.org/Text","","",""
"http://schema.org/liveBlogUpdate","liveBlogUpdate","An update to the LiveBlog.","","","","http://schema.org/LiveBlogPosting","http://schema.org/BlogPosting","","",""
"http://schema.org/loanTerm","loanTerm","The duration of the loan or credit agreement.","http://schema.org/duration","","","http://schema.org/LoanOrCredit","http://schema.org/QuantitativeValue","","",""
"http://schema.org/location","location","The location of for example where the event is happening, an organization is located, or where an action takes place.","","","http://schema.org/course, http://schema.org/entertainmentBusiness, http://schema.org/exerciseCourse, http://schema.org/foodEstablishment, http://schema.org/foodEvent, http://schema.org/fromLocation, http://schema.org/homeLocation, http://schema.org/sportsActivityLocation, http://schema.org/sportsEvent, http://schema.org/toLocation, http://schema.org/workLocation","http://schema.org/Action, http://schema.org/Event, http://schema.org/Organization","http://schema.org/Place, http://schema.org/PostalAddress, http://schema.org/Text","","",""
"http://schema.org/locationCreated","locationCreated","The location where the CreativeWork was created, which may not be the same as the location depicted in the CreativeWork.","","","","http://schema.org/CreativeWork","http://schema.org/Place","","",""
"http://schema.org/lodgingUnitDescription","lodgingUnitDescription","A full description of the lodging unit.","","","","http://schema.org/LodgingReservation","http://schema.org/Text","","",""
"http://schema.org/lodgingUnitType","lodgingUnitType","Textual description of the unit type (including suite vs. room, size of bed, etc.).","","","","http://schema.org/LodgingReservation","http://schema.org/QualitativeValue, http://schema.org/Text","","",""
"http://schema.org/logo","logo","An associated logo.","http://schema.org/image","","","http://schema.org/Brand, http://schema.org/Organization, http://schema.org/Place, http://schema.org/Product, http://schema.org/Service","http://schema.org/ImageObject, http://schema.org/URL","","",""
"http://schema.org/longitude","longitude","The longitude of a location. For example <code>-122.08585</code> (<a href=""https://en.wikipedia.org/wiki/World_Geodetic_System"">WGS 84</a>).","","","","http://schema.org/GeoCoordinates","http://schema.org/Number, http://schema.org/Text","","",""
"http://schema.org/loser","loser","A sub property of participant. The loser of the action.","http://schema.org/participant","","","http://schema.org/WinAction","http://schema.org/Person","","",""
"http://schema.org/lowPrice","lowPrice","The lowest price of all offers available.","","","","http://schema.org/AggregateOffer","http://schema.org/Number, http://schema.org/Text","","",""
"http://schema.org/lyricist","lyricist","The person who wrote the words.","","","","http://schema.org/MusicComposition","http://schema.org/Person","","",""
"http://schema.org/lyrics","lyrics","The words in the song.","","","","http://schema.org/MusicComposition","http://schema.org/CreativeWork","","",""
"http://schema.org/mainContentOfPage","mainContentOfPage","Indicates if this web page element is the main subject of the page.","","","","http://schema.org/WebPage","http://schema.org/WebPageElement","","http://schema.org/aspect",""
"http://schema.org/mainEntity","mainEntity","Indicates the primary entity described in some page or other CreativeWork.","http://schema.org/about","","","http://schema.org/CreativeWork","http://schema.org/Thing","http://schema.org/mainEntityOfPage","",""
"http://schema.org/mainEntityOfPage","mainEntityOfPage","Indicates a page (or other CreativeWork) for which this thing is the main entity being described. See <a href=""/docs/datamodel.html#mainEntityBackground"">background notes</a> for details.","","","","http://schema.org/Thing","http://schema.org/CreativeWork, http://schema.org/URL","http://schema.org/mainEntity","",""
"http://schema.org/makesOffer","makesOffer","A pointer to products or services offered by the organization or person.","","","","http://schema.org/Organization, http://schema.org/Person","http://schema.org/Offer","http://schema.org/offeredBy","",""
"http://schema.org/manufacturer","manufacturer","The manufacturer of the product.","","","","http://schema.org/DietarySupplement, http://schema.org/Drug, http://schema.org/Product","http://schema.org/Organization","","",""
"http://schema.org/map","map","A URL to a map of the place.","","","","http://schema.org/Place","http://schema.org/URL","","","http://schema.org/hasMap"
"http://schema.org/mapType","mapType","Indicates the kind of Map, from the MapCategoryType Enumeration.","","","","http://schema.org/Map","http://schema.org/MapCategoryType","","",""
"http://schema.org/maps","maps","A URL to a map of the place.","","","","http://schema.org/Place","http://schema.org/URL","","","http://schema.org/hasMap"
"http://schema.org/material","material","A material that something is made from, e.g. leather, wool, cotton, paper.","","","http://schema.org/artMedium, http://schema.org/surface","http://schema.org/CreativeWork, http://schema.org/Product","http://schema.org/Product, http://schema.org/Text, http://schema.org/URL","","",""
"http://schema.org/maxPrice","maxPrice","The highest price if the price is a range.","","","","http://schema.org/PriceSpecification","http://schema.org/Number","","",""
"http://schema.org/maxValue","maxValue","The upper value of some characteristic or property.","","","","http://schema.org/MonetaryAmount, http://schema.org/PropertyValue, http://schema.org/PropertyValueSpecification, http://schema.org/QuantitativeValue","http://schema.org/Number","","",""
"http://schema.org/maximumAttendeeCapacity","maximumAttendeeCapacity","The total number of individuals that may attend an event or venue.","","","","http://schema.org/Event, http://schema.org/Place","http://schema.org/Integer","","",""
"http://schema.org/mealService","mealService","Description of the meals that will be provided or available for purchase.","","","","http://schema.org/Flight","http://schema.org/Text","","",""
"http://schema.org/member","member","A member of an Organization or a ProgramMembership. Organizations can be members of organizations; ProgramMembership is typically for individuals.","","","","http://schema.org/Organization, http://schema.org/ProgramMembership","http://schema.org/Organization, http://schema.org/Person","http://schema.org/memberOf","http://schema.org/members, http://schema.org/musicGroupMember",""
"http://schema.org/memberOf","memberOf","An Organization (or ProgramMembership) to which this Person or Organization belongs.","","","http://schema.org/affiliation","http://schema.org/Organization, http://schema.org/Person","http://schema.org/Organization, http://schema.org/ProgramMembership","http://schema.org/member","",""
"http://schema.org/members","members","A member of this organization.","","","","http://schema.org/Organization, http://schema.org/ProgramMembership","http://schema.org/Organization, http://schema.org/Person","","","http://schema.org/member"
"http://schema.org/membershipNumber","membershipNumber","A unique identifier for the membership.","","","","http://schema.org/ProgramMembership","http://schema.org/Text","","",""
"http://schema.org/memoryRequirements","memoryRequirements","Minimum memory requirements.","","","","http://schema.org/SoftwareApplication","http://schema.org/Text, http://schema.org/URL","","",""
"http://schema.org/mentions","mentions","Indicates that the CreativeWork contains a reference to, but is not necessarily about a concept.","","","","http://schema.org/CreativeWork","http://schema.org/Thing","","",""
"http://schema.org/menu","menu","Either the actual menu as a structured representation, as text, or a URL of the menu.","","","","http://schema.org/FoodEstablishment","http://schema.org/Menu, http://schema.org/Text, http://schema.org/URL","","","http://schema.org/hasMenu"
"http://schema.org/merchant","merchant","'merchant' is an out-dated term for 'seller'.","","","","http://schema.org/Order","http://schema.org/Organization, http://schema.org/Person","","","http://schema.org/seller"
"http://schema.org/messageAttachment","messageAttachment","A CreativeWork attached to the message.","","","","http://schema.org/Message","http://schema.org/CreativeWork","","",""
"http://schema.org/mileageFromOdometer","mileageFromOdometer","The total distance travelled by the particular vehicle since its initial production, as read from its odometer.</p>

<p>Typical unit code(s): KMT for kilometers, SMI for statute miles","","","","http://schema.org/Vehicle","http://schema.org/QuantitativeValue","","",""
"http://schema.org/minPrice","minPrice","The lowest price if the price is a range.","","","","http://schema.org/PriceSpecification","http://schema.org/Number","","",""
"http://schema.org/minValue","minValue","The lower value of some characteristic or property.","","","","http://schema.org/MonetaryAmount, http://schema.org/PropertyValue, http://schema.org/PropertyValueSpecification, http://schema.org/QuantitativeValue","http://schema.org/Number","","",""
"http://schema.org/minimumPaymentDue","minimumPaymentDue","The minimum payment required at this time.","","","","http://schema.org/Invoice","http://schema.org/MonetaryAmount, http://schema.org/PriceSpecification","","",""
"http://schema.org/model","model","The model of the product. Use with the URL of a ProductModel or a textual representation of the model identifier. The URL of the ProductModel can be from an external source. It is recommended to additionally provide strong product identifiers via the gtin8/gtin13/gtin14 and mpn properties.","","","","http://schema.org/Product","http://schema.org/ProductModel, http://schema.org/Text","","",""
"http://schema.org/modifiedTime","modifiedTime","The date and time the reservation was modified.","","","","http://schema.org/Reservation","http://schema.org/DateTime","","",""
"http://schema.org/mpn","mpn","The Manufacturer Part Number (MPN) of the product, or the product to which the offer refers.","","","","http://schema.org/Demand, http://schema.org/Offer, http://schema.org/Product","http://schema.org/Text","","",""
"http://schema.org/multipleValues","multipleValues","Whether multiple values are allowed for the property.  Default is false.","","","","http://schema.org/PropertyValueSpecification","http://schema.org/Boolean","","",""
"http://schema.org/musicArrangement","musicArrangement","An arrangement derived from the composition.","","","","http://schema.org/MusicComposition","http://schema.org/MusicComposition","","",""
"http://schema.org/musicBy","musicBy","The composer of the soundtrack.","","","","http://schema.org/Clip, http://schema.org/Episode, http://schema.org/Movie, http://schema.org/MovieSeries, http://schema.org/RadioSeries, http://schema.org/TVSeries, http://schema.org/VideoGame, http://schema.org/VideoGameSeries, http://schema.org/VideoObject","http://schema.org/MusicGroup, http://schema.org/Person","","",""
"http://schema.org/musicCompositionForm","musicCompositionForm","The type of composition (e.g. overture, sonata, symphony, etc.).","","","","http://schema.org/MusicComposition","http://schema.org/Text","","",""
"http://schema.org/musicGroupMember","musicGroupMember","A member of a music group&#x2014;for example, John, Paul, George, or Ringo.","","","","http://schema.org/MusicGroup","http://schema.org/Person","","","http://schema.org/member"
"http://schema.org/musicReleaseFormat","musicReleaseFormat","Format of this release (the type of recording media used, ie. compact disc, digital media, LP, etc.).","","","","http://schema.org/MusicRelease","http://schema.org/MusicReleaseFormatType","","",""
"http://schema.org/musicalKey","musicalKey","The key, mode, or scale this composition uses.","","","","http://schema.org/MusicComposition","http://schema.org/Text","","",""
"http://schema.org/naics","naics","The North American Industry Classification System (NAICS) code for a particular organization or business person.","","","","http://schema.org/Organization, http://schema.org/Person","http://schema.org/Text","","",""
"http://schema.org/name","name","The name of the item.","","","","http://schema.org/Thing","http://schema.org/Text","","",""
"http://schema.org/namedPosition","namedPosition","A position played, performed or filled by a person or organization, as part of an organization. For example, an athlete in a SportsTeam might play in the position named 'Quarterback'.","","","","http://schema.org/Role","http://schema.org/Text, http://schema.org/URL","","","http://schema.org/roleName"
"http://schema.org/nationality","nationality","Nationality of the person.","","","","http://schema.org/Person","http://schema.org/Country","","",""
"http://schema.org/netWorth","netWorth","The total financial value of the person as calculated by subtracting assets from liabilities.","","","","http://schema.org/Person","http://schema.org/MonetaryAmount, http://schema.org/PriceSpecification","","",""
"http://schema.org/nextItem","nextItem","A link to the ListItem that follows the current one.","","","","http://schema.org/ListItem","http://schema.org/ListItem","","",""
"http://schema.org/nonEqual","nonEqual","This ordering relation for qualitative values indicates that the subject is not equal to the object.","","","","http://schema.org/QualitativeValue","http://schema.org/QualitativeValue","","",""
"http://schema.org/numAdults","numAdults","The number of adults staying in the unit.","","","","http://schema.org/LodgingReservation","http://schema.org/Integer, http://schema.org/QuantitativeValue","","",""
"http://schema.org/numChildren","numChildren","The number of children staying in the unit.","","","","http://schema.org/LodgingReservation","http://schema.org/Integer, http://schema.org/QuantitativeValue","","",""
"http://schema.org/numTracks","numTracks","The number of tracks in this album or playlist.","","","","http://schema.org/MusicPlaylist","http://schema.org/Integer","","",""
"http://schema.org/numberOfAirbags","numberOfAirbags","The number or type of airbags in the vehicle.","","","","http://schema.org/Vehicle","http://schema.org/Number, http://schema.org/Text","","",""
"http://schema.org/numberOfAxles","numberOfAxles","The number of axles.</p>

<p>Typical unit code(s): C62","","","","http://schema.org/Vehicle","http://schema.org/Number, http://schema.org/QuantitativeValue","","",""
"http://schema.org/numberOfBeds","numberOfBeds","The quantity of the given bed type available in the HotelRoom, Suite, House, or Apartment.","","","","http://schema.org/BedDetails","http://schema.org/Number","","",""
"http://schema.org/numberOfDoors","numberOfDoors","The number of doors.</p>

<p>Typical unit code(s): C62","","","","http://schema.org/Vehicle","http://schema.org/Number, http://schema.org/QuantitativeValue","","",""
"http://schema.org/numberOfEmployees","numberOfEmployees","The number of employees in an organization e.g. business.","","","","http://schema.org/BusinessAudience, http://schema.org/Organization","http://schema.org/QuantitativeValue","","",""
"http://schema.org/numberOfEpisodes","numberOfEpisodes","The number of episodes in this season or series.","","","","http://schema.org/CreativeWorkSeason, http://schema.org/RadioSeries, http://schema.org/TVSeries, http://schema.org/VideoGameSeries","http://schema.org/Integer","","",""
"http://schema.org/numberOfForwardGears","numberOfForwardGears","The total number of forward gears available for the transmission system of the vehicle.</p>

<p>Typical unit code(s): C62","","","","http://schema.org/Vehicle","http://schema.org/Number, http://schema.org/QuantitativeValue","","",""
"http://schema.org/numberOfItems","numberOfItems","The number of items in an ItemList. Note that some descriptions might not fully describe all items in a list (e.g., multi-page pagination); in such cases, the numberOfItems would be for the entire list.","","","","http://schema.org/ItemList","http://schema.org/Integer","","",""
"http://schema.org/numberOfPages","numberOfPages","The number of pages in the book.","","","","http://schema.org/Book","http://schema.org/Integer","","",""
"http://schema.org/numberOfPlayers","numberOfPlayers","Indicate how many people can play this game (minimum, maximum, or range).","","","","http://schema.org/Game, http://schema.org/VideoGameSeries","http://schema.org/QuantitativeValue","","",""
"http://schema.org/numberOfPreviousOwners","numberOfPreviousOwners","The number of owners of the vehicle, including the current one.</p>

<p>Typical unit code(s): C62","","","","http://schema.org/Vehicle","http://schema.org/Number, http://schema.org/QuantitativeValue","","",""
"http://schema.org/numberOfRooms","numberOfRooms","The number of rooms (excluding bathrooms and closets) of the acccommodation or lodging business.
Typical unit code(s): ROM for room or C62 for no unit. The type of room can be put in the unitText property of the QuantitativeValue.","","","","http://schema.org/Accommodation, http://schema.org/Apartment, http://schema.org/House, http://schema.org/SingleFamilyResidence, http://schema.org/Suite","http://schema.org/Number, http://schema.org/QuantitativeValue","","",""
"http://schema.org/numberOfSeasons","numberOfSeasons","The number of seasons in this series.","","","","http://schema.org/RadioSeries, http://schema.org/TVSeries, http://schema.org/VideoGameSeries","http://schema.org/Integer","","",""
"http://schema.org/numberedPosition","numberedPosition","A number associated with a role in an organization, for example, the number on an athlete's jersey.","","","","http://schema.org/OrganizationRole","http://schema.org/Number","","",""
"http://schema.org/nutrition","nutrition","Nutrition information about the recipe or menu item.","","","","http://schema.org/MenuItem, http://schema.org/Recipe","http://schema.org/NutritionInformation","","",""
"http://schema.org/object","object","The object upon which the action is carried out, whose state is kept intact or changed. Also known as the semantic roles patient, affected or undergoer (which change their state) or theme (which doesn't). e.g. John read <em>a book</em>.","","","http://schema.org/actionOption, http://schema.org/candidate, http://schema.org/collection, http://schema.org/followee, http://schema.org/option, http://schema.org/question, http://schema.org/replacee, http://schema.org/replacer, http://schema.org/targetCollection","http://schema.org/Action","http://schema.org/Thing","","",""
"http://schema.org/occupancy","occupancy","The allowed total occupancy for the accommodation in persons (including infants etc). For individual accommodations, this is not necessarily the legal maximum but defines the permitted usage as per the contractual agreement (e.g. a double room used by a single person).
Typical unit code(s): C62 for person","","","","http://schema.org/Apartment, http://schema.org/HotelRoom, http://schema.org/SingleFamilyResidence, http://schema.org/Suite","http://schema.org/QuantitativeValue","","",""
"http://schema.org/occupationalCategory","occupationalCategory","Category or categories describing the job. Use BLS O*NET-SOC taxonomy: http://www.onetcenter.org/taxonomy.html. Ideally includes textual label and formal code, with the property repeated for each applicable value.","","","","http://schema.org/JobPosting","http://schema.org/Text","","",""
"http://schema.org/offerCount","offerCount","The number of offers for the product.","","","","http://schema.org/AggregateOffer","http://schema.org/Integer","","",""
"http://schema.org/offeredBy","offeredBy","A pointer to the organization or person making the offer.","","","","http://schema.org/Offer","http://schema.org/Organization, http://schema.org/Person","http://schema.org/makesOffer","",""
"http://schema.org/offers","offers","An offer to provide this item&#x2014;for example, an offer to sell a product, rent the DVD of a movie, perform a service, or give away tickets to an event.","","","","http://schema.org/AggregateOffer, http://schema.org/CreativeWork, http://schema.org/Event, http://schema.org/MenuItem, http://schema.org/Product, http://schema.org/Service","http://schema.org/Offer","","",""
"http://schema.org/openingHours","openingHours","<p>The general opening hours for a business. Opening hours can be specified as a weekly time range, starting with days, then times per day. Multiple days can be listed with commas ',' separating each day. Day or time ranges are specified using a hyphen '-'.</p>

<ul>
<li>Days are specified using the following two-letter combinations: <code>Mo</code>, <code>Tu</code>, <code>We</code>, <code>Th</code>, <code>Fr</code>, <code>Sa</code>, <code>Su</code>.</li>
<li>Times are specified using 24:00 time. For example, 3pm is specified as <code>15:00</code>. </li>
<li>Here is an example: <code>&lt;time itemprop=""openingHours"" datetime=&quot;Tu,Th 16:00-20:00&quot;&gt;Tuesdays and Thursdays 4-8pm&lt;/time&gt;</code>.</li>
<li>If a business is open 7 days a week, then it can be specified as <code>&lt;time itemprop=&quot;openingHours&quot; datetime=&quot;Mo-Su&quot;&gt;Monday through Sunday, all day&lt;/time&gt;</code>.</li>
</ul>
","","","","http://schema.org/CivicStructure, http://schema.org/LocalBusiness","http://schema.org/Text","","",""
"http://schema.org/openingHoursSpecification","openingHoursSpecification","The opening hours of a certain place.","","","","http://schema.org/Place","http://schema.org/OpeningHoursSpecification","","",""
"http://schema.org/opens","opens","The opening hour of the place or service on the given day(s) of the week.","","","","http://schema.org/OpeningHoursSpecification","http://schema.org/Time","","",""
"http://schema.org/operatingSystem","operatingSystem","Operating systems supported (Windows 7, OSX 10.6, Android 1.6).","","","","http://schema.org/SoftwareApplication","http://schema.org/Text","","",""
"http://schema.org/opponent","opponent","A sub property of participant. The opponent on this action.","http://schema.org/participant","","","http://schema.org/ExerciseAction","http://schema.org/Person","","",""
"http://schema.org/option","option","A sub property of object. The options subject to this action.","http://schema.org/object","","","http://schema.org/ChooseAction","http://schema.org/Text, http://schema.org/Thing","","","http://schema.org/actionOption"
"http://schema.org/orderDate","orderDate","Date order was placed.","","","","http://schema.org/Order","http://schema.org/DateTime","","",""
"http://schema.org/orderDelivery","orderDelivery","The delivery of the parcel related to this order or order item.","","","","http://schema.org/Order, http://schema.org/OrderItem","http://schema.org/ParcelDelivery","","",""
"http://schema.org/orderItemNumber","orderItemNumber","The identifier of the order item.","","","","http://schema.org/OrderItem","http://schema.org/Text","","",""
"http://schema.org/orderItemStatus","orderItemStatus","The current status of the order item.","","","","http://schema.org/OrderItem","http://schema.org/OrderStatus","","",""
"http://schema.org/orderNumber","orderNumber","The identifier of the transaction.","http://schema.org/identifier","","","http://schema.org/Order","http://schema.org/Text","","",""
"http://schema.org/orderQuantity","orderQuantity","The number of the item ordered. If the property is not set, assume the quantity is one.","","","","http://schema.org/OrderItem","http://schema.org/Number","","",""
"http://schema.org/orderStatus","orderStatus","The current status of the order.","","","","http://schema.org/Order","http://schema.org/OrderStatus","","",""
"http://schema.org/orderedItem","orderedItem","The item ordered.","","","","http://schema.org/Order, http://schema.org/OrderItem","http://schema.org/OrderItem, http://schema.org/Product","","",""
"http://schema.org/organizer","organizer","An organizer of an Event.","","","","http://schema.org/Event","http://schema.org/Organization, http://schema.org/Person","","",""
"http://schema.org/originAddress","originAddress","Shipper's address.","","","","http://schema.org/ParcelDelivery","http://schema.org/PostalAddress","","",""
"http://schema.org/ownedFrom","ownedFrom","The date and time of obtaining the product.","","","","http://schema.org/OwnershipInfo","http://schema.org/DateTime","","",""
"http://schema.org/ownedThrough","ownedThrough","The date and time of giving up ownership on the product.","","","","http://schema.org/OwnershipInfo","http://schema.org/DateTime","","",""
